LOC,CC,PC,Is_Long_Parameter_List
54,17,0,FALSE
54,19,0,FALSE
328,93,0,FALSE
36,13,0,FALSE
76,25,0,FALSE
56,16,2,FALSE
49,16,1,FALSE
103,35,2,FALSE
54,12,0,FALSE
70,7,0,FALSE
47,3,1,FALSE
130,15,0,FALSE
86,7,0,FALSE
85,13,0,FALSE
52,8,0,FALSE
125,27,2,FALSE
121,3,0,FALSE
162,1,0,FALSE
115,1,0,FALSE
114,3,0,FALSE
59,2,0,FALSE
162,3,0,FALSE
66,6,2,FALSE
127,26,3,FALSE
64,6,2,FALSE
108,18,1,FALSE
20,13,1,FALSE
19,12,1,FALSE
98,22,3,FALSE
74,16,1,FALSE
33,10,0,FALSE
56,16,0,FALSE
91,23,0,FALSE
76,19,3,FALSE
31,9,4,FALSE
120,21,1,FALSE
39,10,3,FALSE
107,9,2,FALSE
99,8,2,FALSE
104,8,2,FALSE
65,6,4,FALSE
126,12,3,FALSE
242,58,3,FALSE
188,36,2,FALSE
110,22,3,FALSE
78,12,2,FALSE
133,14,1,FALSE
74,11,2,FALSE
78,20,2,FALSE
62,17,3,FALSE
30,4,4,FALSE
47,5,0,FALSE
24,7,3,FALSE
45,12,0,FALSE
102,18,2,FALSE
42,12,0,FALSE
47,3,0,FALSE
70,1,0,FALSE
469,1,0,FALSE
309,9,0,FALSE
169,1,0,FALSE
366,1,0,FALSE
81,1,0,FALSE
239,3,0,FALSE
80,1,0,FALSE
100,1,0,FALSE
36,2,0,FALSE
31,2,0,FALSE
95,15,1,FALSE
102,21,3,FALSE
71,10,3,FALSE
70,10,3,FALSE
41,14,1,FALSE
124,25,1,FALSE
122,25,2,FALSE
78,17,1,FALSE
133,29,1,FALSE
29,6,4,FALSE
99,18,4,FALSE
82,9,4,FALSE
100,15,3,FALSE
61,15,0,FALSE
49,9,0,FALSE
82,18,0,FALSE
62,13,0,FALSE
6,4,0,FALSE
25,10,2,FALSE
38,11,0,FALSE
84,25,0,FALSE
123,50,0,FALSE
131,44,2,FALSE
104,35,4,FALSE
110,38,2,FALSE
74,26,2,FALSE
62,20,2,FALSE
372,204,2,FALSE
49,7,0,FALSE
96,27,1,FALSE
80,16,0,FALSE
72,17,0,FALSE
82,32,0,FALSE
201,35,0,FALSE
10,6,0,FALSE
9,7,0,FALSE
12,8,0,FALSE
51,17,0,FALSE
122,50,0,FALSE
131,46,1,FALSE
136,51,2,FALSE
142,48,2,FALSE
98,34,2,FALSE
102,32,2,FALSE
58,20,2,FALSE
56,19,2,FALSE
354,193,2,FALSE
71,1,0,FALSE
51,22,3,FALSE
59,12,4,FALSE
63,14,4,FALSE
44,13,3,FALSE
53,13,4,FALSE
47,14,3,FALSE
78,1,0,FALSE
63,9,0,FALSE
120,20,2,FALSE
63,13,2,FALSE
93,15,4,FALSE
123,24,0,FALSE
111,29,0,FALSE
78,14,1,FALSE
123,23,1,FALSE
54,24,0,FALSE
126,28,3,FALSE
60,24,1,FALSE
27,14,1,FALSE
167,62,1,FALSE
88,22,4,FALSE
62,16,4,FALSE
162,27,3,FALSE
59,7,3,FALSE
47,1,1,FALSE
105,1,0,FALSE
234,1,0,FALSE
121,1,0,FALSE
79,1,0,FALSE
75,1,0,FALSE
80,5,1,FALSE
72,7,0,FALSE
100,19,1,FALSE
130,13,0,FALSE
41,2,0,FALSE
81,5,0,FALSE
37,3,1,FALSE
66,10,1,FALSE
76,1,0,FALSE
100,10,0,FALSE
47,18,0,FALSE
106,10,0,FALSE
108,7,0,FALSE
36,1,0,FALSE
50,2,0,FALSE
39,3,0,FALSE
35,2,0,FALSE
48,4,0,FALSE
66,7,0,FALSE
84,17,0,FALSE
64,12,0,FALSE
107,1,0,FALSE
56,7,0,FALSE
65,1,0,FALSE
83,7,0,FALSE
164,1,0,FALSE
144,1,0,FALSE
140,1,0,FALSE
50,3,0,FALSE
91,3,0,FALSE
81,3,0,FALSE
86,3,0,FALSE
91,22,2,FALSE
47,13,0,FALSE
31,5,4,FALSE
52,14,2,FALSE
66,9,1,FALSE
244,19,0,FALSE
64,8,1,FALSE
87,11,2,FALSE
97,18,1,FALSE
138,65,2,FALSE
96,37,2,FALSE
90,30,2,FALSE
64,11,0,FALSE
52,9,1,FALSE
86,15,0,FALSE
201,36,1,FALSE
62,7,1,FALSE
52,6,1,FALSE
19,11,0,FALSE
16,8,0,FALSE
14,9,0,FALSE
25,15,0,FALSE
302,99,0,FALSE
77,27,2,FALSE
62,15,2,FALSE
93,34,2,FALSE
30,13,0,FALSE
28,12,0,FALSE
27,10,2,FALSE
153,62,2,FALSE
146,67,2,FALSE
86,32,2,FALSE
84,29,2,FALSE
109,20,0,FALSE
62,17,0,FALSE
55,18,0,FALSE
84,24,2,FALSE
55,14,1,FALSE
61,27,1,FALSE
28,10,4,FALSE
47,12,3,FALSE
34,12,4,FALSE
27,11,4,FALSE
85,37,4,FALSE
16,6,3,FALSE
27,8,4,FALSE
75,19,3,FALSE
34,16,4,FALSE
45,17,4,FALSE
15,13,1,FALSE
36,11,4,FALSE
27,9,4,FALSE
120,23,2,FALSE
88,24,4,FALSE
93,20,2,FALSE
61,9,3,FALSE
21,8,4,FALSE
25,9,4,FALSE
55,5,1,FALSE
25,19,2,FALSE
117,18,1,FALSE
114,21,2,FALSE
65,11,2,FALSE
55,15,2,FALSE
120,31,2,FALSE
109,30,2,FALSE
149,37,1,FALSE
118,3,0,FALSE
85,5,0,FALSE
145,3,0,FALSE
320,77,1,FALSE
319,83,2,FALSE
66,15,3,FALSE
798,183,4,FALSE
86,21,3,FALSE
11,6,3,FALSE
43,13,3,FALSE
432,92,3,FALSE
64,15,4,FALSE
141,29,4,FALSE
135,28,2,FALSE
70,15,2,FALSE
174,37,1,FALSE
176,44,2,FALSE
101,20,2,FALSE
67,12,1,FALSE
243,47,4,FALSE
88,20,4,FALSE
130,29,2,FALSE
44,14,2,FALSE
82,6,1,FALSE
109,33,2,FALSE
204,44,2,FALSE
57,20,0,FALSE
133,40,1,FALSE
185,41,1,FALSE
112,25,1,FALSE
102,16,2,FALSE
124,20,2,FALSE
43,13,4,FALSE
57,14,3,FALSE
80,33,3,FALSE
158,36,2,FALSE
56,12,4,FALSE
378,5,0,FALSE
160,5,0,FALSE
91,1,0,FALSE
528,5,0,FALSE
314,5,0,FALSE
120,1,0,FALSE
696,15,0,FALSE
118,1,0,FALSE
208,1,0,FALSE
243,3,0,FALSE
188,1,0,FALSE
122,1,0,FALSE
293,5,0,FALSE
182,3,0,FALSE
215,1,0,FALSE
73,1,0,FALSE
111,1,0,FALSE
46,28,0,FALSE
23,22,0,FALSE
22,12,1,FALSE
74,5,0,FALSE
82,15,0,FALSE
71,25,2,FALSE
31,1,2,FALSE
65,11,0,FALSE
100,22,0,FALSE
38,10,3,FALSE
199,1,0,FALSE
109,3,0,FALSE
112,1,0,FALSE
236,1,0,FALSE
118,5,0,FALSE
80,3,0,FALSE
328,1,0,FALSE
129,1,0,FALSE
311,5,0,FALSE
512,7,0,FALSE
11,4,4,FALSE
48,6,2,FALSE
41,10,3,FALSE
83,14,2,FALSE
104,21,3,FALSE
81,24,2,FALSE
59,3,0,FALSE
75,2,0,FALSE
57,9,0,FALSE
25,2,4,FALSE
55,9,4,FALSE
54,8,2,FALSE
65,6,2,FALSE
47,9,4,FALSE
53,2,0,FALSE
53,9,2,FALSE
89,29,3,FALSE
65,14,0,FALSE
118,24,2,FALSE
57,1,1,FALSE
41,1,1,FALSE
54,9,3,FALSE
64,2,0,FALSE
46,12,3,FALSE
20,17,1,FALSE
25,1,2,FALSE
32,14,2,FALSE
63,15,1,FALSE
47,10,2,FALSE
54,3,2,FALSE
43,5,2,FALSE
75,11,4,FALSE
46,21,0,FALSE
72,26,0,FALSE
477,121,0,FALSE
179,37,0,FALSE
64,16,0,FALSE
107,14,0,FALSE
92,20,0,FALSE
106,33,2,FALSE
52,22,0,FALSE
348,191,2,FALSE
89,31,2,FALSE
88,16,0,FALSE
43,23,1,FALSE
79,24,1,FALSE
41,14,0,FALSE
65,18,0,FALSE
328,2,0,FALSE
67,16,1,FALSE
36,1,1,FALSE
75,10,3,FALSE
40,13,2,FALSE
47,2,0,FALSE
50,5,0,FALSE
115,3,0,FALSE
60,17,2,FALSE
56,14,2,FALSE
60,16,3,FALSE
67,14,1,FALSE
37,3,0,FALSE
136,19,0,FALSE
72,11,3,FALSE
72,15,1,FALSE
78,21,1,FALSE
18,3,4,FALSE
68,12,2,FALSE
73,12,2,FALSE
73,14,3,FALSE
116,48,2,FALSE
119,52,2,FALSE
89,16,0,FALSE
50,7,1,FALSE
60,17,1,FALSE
88,19,2,FALSE
34,1,1,FALSE
45,1,1,FALSE
48,1,1,FALSE
31,12,0,FALSE
95,30,1,FALSE
52,16,1,FALSE
27,11,1,FALSE
32,12,1,FALSE
69,8,2,FALSE
185,41,4,FALSE
68,21,2,FALSE
67,1,1,FALSE
63,4,0,FALSE
34,3,0,FALSE
52,18,1,FALSE
104,26,1,FALSE
45,3,0,FALSE
28,6,4,FALSE
59,14,0,FALSE
35,1,2,FALSE
122,22,1,FALSE
92,6,1,FALSE
63,5,0,FALSE
109,19,3,FALSE
9,6,0,FALSE
50,17,0,FALSE
75,14,0,FALSE
105,24,1,FALSE
149,27,0,FALSE
81,25,2,FALSE
44,4,1,FALSE
84,18,1,FALSE
41,4,3,FALSE
162,81,0,FALSE
8,6,0,FALSE
134,38,3,FALSE
140,41,3,FALSE
16,7,3,FALSE
198,110,4,FALSE
51,10,4,FALSE
81,28,2,FALSE
73,14,0,FALSE
46,19,1,FALSE
33,12,2,FALSE
72,19,1,FALSE
25,12,3,FALSE
31,21,1,FALSE
35,21,1,FALSE
30,19,1,FALSE
27,19,1,FALSE
74,18,1,FALSE
63,12,2,FALSE
83,26,0,FALSE
2,1,4,FALSE
86,29,0,FALSE
57,13,0,FALSE
58,1,0,FALSE
35,15,0,FALSE
104,27,1,FALSE
8,3,4,FALSE
145,47,0,FALSE
75,18,0,FALSE
45,17,0,FALSE
119,25,0,FALSE
49,31,0,FALSE
81,29,0,FALSE
92,25,0,FALSE
102,18,0,FALSE
105,33,0,FALSE
61,27,0,FALSE
100,24,0,FALSE
48,31,0,FALSE
65,34,0,FALSE
217,46,0,FALSE
212,75,0,FALSE
59,26,0,FALSE
28,11,0,FALSE
50,31,0,FALSE
63,32,0,FALSE
64,29,0,FALSE
102,23,0,FALSE
46,30,0,FALSE
79,8,0,FALSE
96,41,0,FALSE
71,53,0,FALSE
79,53,0,FALSE
92,54,0,FALSE
90,56,0,FALSE
182,131,0,FALSE
46,27,0,FALSE
50,30,0,FALSE
51,32,0,FALSE
66,35,0,FALSE
48,27,0,FALSE
47,27,0,FALSE
92,41,0,FALSE
108,27,0,FALSE
53,4,1,FALSE
51,31,1,FALSE
97,48,0,FALSE
103,58,1,FALSE
49,14,0,FALSE
50,24,0,FALSE
33,11,0,FALSE
32,14,0,FALSE
9,5,0,FALSE
10,5,0,FALSE
30,12,0,FALSE
28,10,0,FALSE
39,13,0,FALSE
207,66,0,FALSE
98,36,3,FALSE
101,42,0,FALSE
95,49,2,FALSE
63,28,4,FALSE
63,32,4,FALSE
60,27,4,FALSE
52,25,4,FALSE
43,19,4,FALSE
29,11,4,FALSE
279,152,2,FALSE
69,18,2,FALSE
92,30,2,FALSE
64,23,0,FALSE
49,21,0,FALSE
90,47,0,FALSE
47,30,1,FALSE
90,47,1,FALSE
45,29,0,FALSE
61,32,0,FALSE
48,24,0,FALSE
92,55,0,FALSE
46,14,0,FALSE
35,13,0,FALSE
49,13,0,FALSE
59,30,0,FALSE
43,28,0,FALSE
86,39,0,FALSE
69,52,0,FALSE
62,41,0,FALSE
87,52,0,FALSE
84,55,0,FALSE
168,123,0,FALSE
43,25,0,FALSE
48,30,0,FALSE
44,27,0,FALSE
85,41,0,FALSE
100,38,4,FALSE
103,43,0,FALSE
96,48,2,FALSE
67,29,4,FALSE
43,19,2,FALSE
387,220,2,FALSE
110,21,0,FALSE
75,29,0,FALSE
43,21,0,FALSE
84,47,0,FALSE
41,30,1,FALSE
84,47,1,FALSE
39,29,0,FALSE
55,32,0,FALSE
42,24,0,FALSE
86,55,0,FALSE
22,10,0,FALSE
29,13,0,FALSE
21,11,0,FALSE
53,30,0,FALSE
53,27,0,FALSE
59,18,0,FALSE
37,28,0,FALSE
80,39,0,FALSE
63,52,0,FALSE
56,41,0,FALSE
81,52,0,FALSE
78,55,0,FALSE
162,123,0,FALSE
37,25,0,FALSE
42,30,0,FALSE
38,27,0,FALSE
79,41,0,FALSE
139,47,0,FALSE
69,18,0,FALSE
39,17,0,FALSE
113,25,0,FALSE
43,31,0,FALSE
86,25,0,FALSE
96,18,0,FALSE
95,24,0,FALSE
99,33,0,FALSE
55,27,0,FALSE
94,24,0,FALSE
42,31,0,FALSE
59,34,0,FALSE
211,46,0,FALSE
206,75,0,FALSE
53,26,0,FALSE
22,11,0,FALSE
44,31,0,FALSE
57,32,0,FALSE
58,29,0,FALSE
62,19,0,FALSE
40,30,0,FALSE
90,41,0,FALSE
65,53,0,FALSE
73,53,0,FALSE
86,54,0,FALSE
84,56,0,FALSE
176,131,0,FALSE
40,27,0,FALSE
44,30,0,FALSE
45,32,0,FALSE
60,35,0,FALSE
42,27,0,FALSE
41,27,0,FALSE
86,41,0,FALSE
102,27,0,FALSE
47,4,1,FALSE
45,31,1,FALSE
91,48,0,FALSE
97,58,1,FALSE
43,14,0,FALSE
44,24,0,FALSE
46,1,0,FALSE
58,16,1,FALSE
56,6,1,FALSE
95,9,1,FALSE
58,5,1,FALSE
109,31,1,FALSE
22,1,4,FALSE
25,1,4,FALSE
77,15,3,FALSE
56,1,0,FALSE
128,1,0,FALSE
50,4,0,FALSE
120,16,0,FALSE
169,12,1,FALSE
113,17,0,FALSE
163,13,1,FALSE
156,13,1,FALSE
66,3,0,FALSE
146,7,1,FALSE
140,8,1,FALSE
141,1,0,FALSE
42,2,0,FALSE
69,4,0,FALSE
52,3,0,FALSE
62,7,0,FALSE
55,3,0,FALSE
62,1,1,FALSE
29,16,1,FALSE
75,19,2,FALSE
144,23,1,FALSE
57,2,0,FALSE
74,2,0,FALSE
57,6,0,FALSE
30,12,2,FALSE
51,20,4,FALSE
40,14,4,FALSE
40,14,3,FALSE
3,2,4,FALSE
60,21,4,FALSE
4,3,3,FALSE
6,5,3,FALSE
17,15,1,FALSE
77,12,1,FALSE
42,2,3,FALSE
49,4,3,FALSE
50,17,2,FALSE
41,11,3,FALSE
18,10,3,FALSE
68,6,2,FALSE
25,13,2,FALSE
110,19,4,FALSE
113,19,4,FALSE
63,15,2,FALSE
89,21,2,FALSE
105,8,2,FALSE
36,7,3,FALSE
350,69,0,FALSE
67,20,0,FALSE
57,15,1,FALSE
221,4,1,FALSE
338,85,1,FALSE
64,5,1,FALSE
44,11,3,FALSE
97,28,3,FALSE
23,12,2,FALSE
111,25,2,FALSE
169,73,2,FALSE
102,24,2,FALSE
98,24,4,FALSE
125,33,1,FALSE
15,6,4,FALSE
67,7,3,FALSE
69,7,3,FALSE
48,5,1,FALSE
62,12,2,FALSE
95,17,3,FALSE
71,23,1,FALSE
70,1,1,FALSE
19,7,4,FALSE
81,15,4,FALSE
39,14,3,FALSE
52,1,1,FALSE
87,22,1,FALSE
51,9,2,FALSE
39,2,1,FALSE
83,10,1,FALSE
91,5,0,FALSE
101,2,0,FALSE
51,2,1,FALSE
12,6,2,FALSE
94,1,0,FALSE
147,6,0,FALSE
62,10,2,FALSE
56,8,1,FALSE
100,16,2,FALSE
26,2,4,FALSE
51,5,1,FALSE
78,8,1,FALSE
69,11,1,FALSE
57,13,1,FALSE
56,19,1,FALSE
136,25,0,FALSE
52,5,1,FALSE
59,6,0,FALSE
66,13,2,FALSE
66,8,2,FALSE
48,5,4,FALSE
78,3,0,FALSE
92,1,0,FALSE
82,5,0,FALSE
125,1,0,FALSE
79,3,0,FALSE
84,6,3,FALSE
45,11,3,FALSE
40,2,3,FALSE
113,26,2,FALSE
111,5,3,FALSE
46,1,3,FALSE
66,12,0,FALSE
81,17,1,FALSE
66,13,1,FALSE
67,9,0,FALSE
92,13,0,FALSE
19,10,0,FALSE
89,27,2,FALSE
43,18,4,FALSE
52,13,3,FALSE
113,30,3,FALSE
80,62,1,FALSE
73,20,0,FALSE
54,16,0,FALSE
84,20,1,FALSE
49,15,4,FALSE
57,45,1,FALSE
32,20,1,FALSE
111,2,0,FALSE
74,12,0,FALSE
201,60,3,FALSE
143,40,1,FALSE
77,9,0,FALSE
59,11,2,FALSE
73,16,2,FALSE
59,15,4,FALSE
53,12,2,FALSE
62,30,3,FALSE
58,7,1,FALSE
87,2,1,FALSE
57,29,3,FALSE
100,5,1,FALSE
151,52,1,FALSE
91,2,1,FALSE
78,1,1,FALSE
57,3,0,FALSE
59,16,2,FALSE
53,15,1,FALSE
34,16,1,FALSE
16,12,0,FALSE
146,44,0,FALSE
131,35,0,FALSE
99,24,1,FALSE
66,18,2,FALSE
105,19,1,FALSE
85,21,3,FALSE
36,15,1,FALSE
138,19,3,FALSE
14,11,1,FALSE
73,11,4,FALSE
27,18,2,FALSE
24,16,0,FALSE
173,47,0,FALSE
11,8,1,FALSE
18,16,1,FALSE
19,17,1,FALSE
20,16,0,FALSE
81,39,1,FALSE
18,10,2,FALSE
26,3,3,FALSE
40,2,1,FALSE
42,18,1,FALSE
27,22,0,FALSE
23,20,0,FALSE
26,22,0,FALSE
84,21,4,FALSE
41,5,4,FALSE
55,18,2,FALSE
46,7,4,FALSE
12,9,1,FALSE
140,1,1,FALSE
28,12,3,FALSE
98,27,4,FALSE
33,13,3,FALSE
58,9,0,FALSE
88,16,2,FALSE
83,6,1,FALSE
15,12,1,FALSE
22,14,1,FALSE
59,13,4,FALSE
32,5,3,FALSE
30,4,1,FALSE
35,15,2,FALSE
38,18,1,FALSE
112,31,2,FALSE
11,5,0,FALSE
48,19,0,FALSE
84,19,1,FALSE
130,15,4,FALSE
33,5,4,FALSE
386,101,1,FALSE
106,19,1,FALSE
48,15,1,FALSE
31,12,2,FALSE
57,17,1,FALSE
35,23,4,FALSE
37,14,0,FALSE
37,4,1,FALSE
39,14,1,FALSE
68,13,4,FALSE
16,10,1,FALSE
26,3,4,FALSE
61,10,4,FALSE
62,11,4,FALSE
90,18,4,FALSE
78,14,4,FALSE
15,9,0,FALSE
16,14,1,FALSE
29,17,1,FALSE
23,9,2,FALSE
16,12,1,FALSE
38,28,1,FALSE
50,16,3,FALSE
80,21,0,FALSE
251,70,0,FALSE
21,10,1,FALSE
82,18,2,FALSE
118,31,0,FALSE
28,2,3,FALSE
26,14,1,FALSE
43,14,3,FALSE
84,22,1,FALSE
132,35,0,FALSE
99,20,0,FALSE
64,20,3,FALSE
111,37,0,FALSE
87,18,2,FALSE
50,8,3,FALSE
54,20,2,FALSE
58,16,0,FALSE
117,29,1,FALSE
36,17,0,FALSE
46,11,4,FALSE
95,27,0,FALSE
36,21,1,FALSE
98,33,3,FALSE
72,24,3,FALSE
92,34,3,FALSE
117,37,1,FALSE
75,20,0,FALSE
67,21,0,FALSE
68,18,0,FALSE
32,12,3,FALSE
90,22,2,FALSE
105,25,2,FALSE
88,32,1,FALSE
26,13,0,FALSE
116,30,2,FALSE
48,14,0,FALSE
57,12,3,FALSE
94,18,2,FALSE
37,4,3,FALSE
50,19,4,FALSE
76,13,0,FALSE
103,35,1,FALSE
40,17,0,FALSE
97,29,1,FALSE
151,21,4,FALSE
231,39,2,FALSE
29,8,4,FALSE
79,67,3,FALSE
11,5,4,FALSE
15,5,4,FALSE
56,24,1,FALSE
33,2,3,FALSE
64,7,2,FALSE
81,22,0,FALSE
30,17,1,FALSE
107,9,0,FALSE
134,1,0,FALSE
96,24,1,FALSE
119,1,0,FALSE
76,23,1,FALSE
41,18,2,FALSE
143,18,0,FALSE
17,11,0,FALSE
72,10,0,FALSE
52,25,1,FALSE
40,12,4,FALSE
60,21,0,FALSE
66,20,2,FALSE
125,25,0,FALSE
27,10,0,FALSE
69,21,0,FALSE
32,12,0,FALSE
11,6,1,FALSE
69,32,2,FALSE
32,15,0,FALSE
120,23,0,FALSE
16,10,0,FALSE
82,20,0,FALSE
83,20,0,FALSE
56,18,3,FALSE
42,20,2,FALSE
161,13,0,FALSE
55,8,4,FALSE
207,37,0,FALSE
246,41,0,FALSE
41,5,0,FALSE
92,21,0,FALSE
327,52,0,FALSE
119,18,0,FALSE
312,70,0,FALSE
121,14,0,FALSE
402,82,0,FALSE
183,37,0,FALSE
235,30,0,FALSE
165,9,0,FALSE
260,33,0,FALSE
20,15,0,FALSE
109,29,1,FALSE
71,23,0,FALSE
24,14,0,FALSE
92,24,1,FALSE
84,13,0,FALSE
25,14,0,FALSE
148,33,0,FALSE
50,5,4,FALSE
51,19,0,FALSE
56,3,0,FALSE
86,27,0,FALSE
8,5,3,FALSE
18,13,0,FALSE
39,15,0,FALSE
79,6,0,FALSE
83,21,1,FALSE
47,14,0,FALSE
22,17,0,FALSE
67,26,0,FALSE
23,12,0,FALSE
73,30,0,FALSE
82,26,2,FALSE
201,12,0,FALSE
113,34,4,FALSE
28,13,3,FALSE
101,20,3,FALSE
66,19,1,FALSE
30,15,0,FALSE
94,15,0,FALSE
239,42,0,FALSE
98,23,1,FALSE
135,23,4,FALSE
120,18,4,FALSE
97,11,2,FALSE
40,4,2,FALSE
58,11,1,FALSE
114,23,2,FALSE
40,16,3,FALSE
52,14,4,FALSE
26,18,3,FALSE
35,33,1,FALSE
121,28,0,FALSE
107,18,4,FALSE
66,6,3,FALSE
42,7,4,FALSE
158,28,4,FALSE
89,23,2,FALSE
15,10,2,FALSE
23,8,3,FALSE
131,12,3,FALSE
12,8,3,FALSE
221,54,0,FALSE
42,6,3,FALSE
35,13,4,FALSE
55,19,3,FALSE
29,11,3,FALSE
96,11,2,FALSE
61,12,2,FALSE
93,11,2,FALSE
33,15,4,FALSE
39,13,3,FALSE
81,23,3,FALSE
61,18,3,FALSE
32,21,0,FALSE
97,23,1,FALSE
110,34,0,FALSE
71,27,1,FALSE
87,44,0,FALSE
39,25,0,FALSE
24,16,1,FALSE
22,15,1,FALSE
70,21,0,FALSE
160,40,1,FALSE
72,16,4,FALSE
68,17,2,FALSE
42,13,3,FALSE
18,11,3,FALSE
15,12,0,FALSE
59,20,1,FALSE
50,6,3,FALSE
17,9,3,FALSE
122,2,0,FALSE
51,8,0,FALSE
54,23,1,FALSE
42,17,1,FALSE
39,5,4,FALSE
88,25,2,FALSE
29,15,1,FALSE
153,36,2,FALSE
103,38,1,FALSE
82,18,1,FALSE
133,20,1,FALSE
235,68,1,FALSE
60,18,3,FALSE
98,16,1,FALSE
66,11,1,FALSE
14,6,4,FALSE
80,28,3,FALSE
61,14,3,FALSE
12,8,1,FALSE
15,9,1,FALSE
88,21,0,FALSE
118,30,3,FALSE
35,12,3,FALSE
118,22,1,FALSE
84,35,1,FALSE
117,33,1,FALSE
32,16,1,FALSE
17,7,3,FALSE
13,9,1,FALSE
90,21,0,FALSE
78,23,0,FALSE
141,18,0,FALSE
144,27,0,FALSE
66,20,0,FALSE
61,25,1,FALSE
67,1,0,FALSE
60,15,4,FALSE
151,23,0,FALSE
86,3,1,FALSE
90,2,0,FALSE
39,14,0,FALSE
103,9,0,FALSE
84,26,1,FALSE
40,15,0,FALSE
31,11,1,FALSE
27,14,0,FALSE
16,9,0,FALSE
23,13,0,FALSE
24,13,0,FALSE
58,10,0,FALSE
111,33,0,FALSE
35,3,2,FALSE
121,25,4,FALSE
59,11,1,FALSE
21,14,1,FALSE
47,4,0,FALSE
199,42,1,FALSE
191,58,0,FALSE
85,24,0,FALSE
71,6,0,FALSE
54,29,1,FALSE
72,14,0,FALSE
66,22,3,FALSE
46,16,3,FALSE
144,23,0,FALSE
35,20,1,FALSE
204,60,0,FALSE
19,14,0,FALSE
44,3,3,FALSE
145,26,4,FALSE
57,5,0,FALSE
18,8,3,FALSE
115,22,4,FALSE
127,23,0,FALSE
46,14,3,FALSE
69,17,0,FALSE
111,8,0,FALSE
26,1,4,FALSE
50,2,2,FALSE
40,6,0,FALSE
16,13,3,FALSE
58,3,0,FALSE
25,20,1,FALSE
25,11,2,FALSE
209,63,2,FALSE
51,14,3,FALSE
50,14,3,FALSE
104,17,2,FALSE
105,32,3,FALSE
66,17,2,FALSE
15,10,1,FALSE
40,16,1,FALSE
20,14,0,FALSE
73,19,0,FALSE
88,19,0,FALSE
83,17,0,FALSE
62,9,0,FALSE
76,9,4,FALSE
279,85,1,FALSE
185,1,0,FALSE
16,13,1,FALSE
34,13,0,FALSE
71,19,1,FALSE
114,46,1,FALSE
76,7,0,FALSE
48,29,2,FALSE
100,35,0,FALSE
63,9,2,FALSE
54,19,4,FALSE
159,41,3,FALSE
26,13,4,FALSE
8,4,4,FALSE
65,23,0,FALSE
241,59,0,FALSE
65,15,3,FALSE
78,11,2,FALSE
101,10,4,FALSE
73,10,2,FALSE
65,13,3,FALSE
98,26,2,FALSE
116,27,1,FALSE
167,37,0,FALSE
44,4,2,FALSE
133,10,2,FALSE
141,16,1,FALSE
30,17,3,FALSE
101,31,4,FALSE
47,15,3,FALSE
63,16,2,FALSE
58,27,1,FALSE
30,27,1,FALSE
139,27,3,FALSE
68,18,3,FALSE
63,15,3,FALSE
92,18,3,FALSE
98,28,3,FALSE
85,16,4,FALSE
136,31,3,FALSE
15,11,1,FALSE
95,14,1,FALSE
22,8,4,FALSE
33,7,4,FALSE
125,2,0,FALSE
53,1,1,FALSE
51,1,3,FALSE
50,1,3,FALSE
49,1,2,FALSE
51,1,2,FALSE
79,4,3,FALSE
56,2,3,FALSE
103,2,4,FALSE
79,13,1,FALSE
76,9,1,FALSE
39,1,1,FALSE
133,1,1,FALSE
114,1,1,FALSE
56,1,1,FALSE
105,1,1,FALSE
97,1,1,FALSE
170,25,1,FALSE
155,24,0,FALSE
49,3,0,FALSE
195,7,0,FALSE
49,7,2,FALSE
70,18,2,FALSE
75,18,2,FALSE
74,17,1,FALSE
131,27,0,FALSE
34,11,4,FALSE
75,8,3,FALSE
52,10,2,FALSE
103,15,1,FALSE
105,16,2,FALSE
73,8,3,FALSE
69,12,2,FALSE
62,9,3,FALSE
79,16,3,FALSE
110,25,1,FALSE
110,25,2,FALSE
112,25,2,FALSE
53,6,4,FALSE
60,11,4,FALSE
129,28,3,FALSE
112,26,1,FALSE
110,26,1,FALSE
61,8,2,FALSE
61,6,2,FALSE
51,7,2,FALSE
73,7,1,FALSE
125,10,1,FALSE
49,5,1,FALSE
115,10,1,FALSE
132,13,1,FALSE
129,12,1,FALSE
124,11,1,FALSE
58,27,3,FALSE
125,23,0,FALSE
141,38,1,FALSE
92,22,1,FALSE
91,21,1,FALSE
90,20,1,FALSE
91,20,2,FALSE
92,21,2,FALSE
64,15,1,FALSE
57,24,1,FALSE
52,20,1,FALSE
147,14,4,FALSE
37,15,2,FALSE
68,25,3,FALSE
44,3,4,FALSE
65,12,4,FALSE
59,8,4,FALSE
35,3,4,FALSE
64,9,4,FALSE
48,3,1,FALSE
38,3,4,FALSE
323,69,0,FALSE
19,11,2,FALSE
31,18,4,FALSE
90,70,4,FALSE
196,50,3,FALSE
20,2,4,FALSE
51,15,3,FALSE
80,17,2,FALSE
91,51,4,FALSE
41,19,2,FALSE
124,31,2,FALSE
22,17,1,FALSE
40,22,1,FALSE
103,10,1,FALSE
99,22,0,FALSE
48,5,0,FALSE
34,4,4,FALSE
19,13,2,FALSE
112,14,0,FALSE
74,6,1,FALSE
64,37,2,FALSE
26,15,0,FALSE
100,30,1,FALSE
63,20,0,FALSE
41,13,0,FALSE
52,19,0,FALSE
93,16,0,FALSE
95,16,0,FALSE
87,36,4,FALSE
64,21,0,FALSE
