LOC,CC,PC,Is_Long_Parameter_List
122,33,2,FALSE
229,38,2,FALSE
53,4,2,FALSE
486,38,2,FALSE
101,23,1,FALSE
204,59,1,FALSE
385,67,0,FALSE
105,17,1,FALSE
99,17,1,FALSE
301,85,4,FALSE
83,15,1,FALSE
114,3,1,FALSE
73,9,1,FALSE
188,11,0,FALSE
118,4,0,FALSE
62,1,2,FALSE
71,6,1,FALSE
21,16,4,FALSE
27,18,3,FALSE
124,2,2,FALSE
29,12,3,FALSE
57,5,4,FALSE
124,13,0,FALSE
66,4,1,FALSE
62,4,1,FALSE
74,7,3,FALSE
65,12,2,FALSE
135,27,1,FALSE
120,29,4,FALSE
148,46,2,FALSE
58,20,3,FALSE
58,25,1,FALSE
96,28,2,FALSE
85,20,4,FALSE
132,1,1,FALSE
105,5,0,FALSE
81,15,1,FALSE
58,4,3,FALSE
65,18,1,FALSE
158,79,1,FALSE
56,5,0,FALSE
294,5,0,FALSE
135,9,0,FALSE
141,15,0,FALSE
69,3,2,FALSE
42,4,3,FALSE
73,12,1,FALSE
89,4,3,FALSE
50,18,1,FALSE
57,4,0,FALSE
32,3,4,FALSE
99,21,0,FALSE
66,2,1,FALSE
102,3,1,FALSE
76,11,2,FALSE
85,5,2,FALSE
69,6,0,FALSE
94,8,0,FALSE
166,29,1,FALSE
45,1,2,FALSE
342,63,0,FALSE
336,63,0,FALSE
81,1,1,FALSE
127,11,2,FALSE
126,12,2,FALSE
58,6,0,FALSE
76,16,2,FALSE
190,43,3,FALSE
30,14,0,FALSE
95,6,2,FALSE
63,5,4,FALSE
78,14,2,FALSE
303,91,1,FALSE
157,21,2,FALSE
49,2,3,FALSE
97,15,0,FALSE
109,17,2,FALSE
84,4,1,FALSE
228,41,0,FALSE
136,10,1,FALSE
96,6,2,FALSE
143,2,1,FALSE
115,23,0,FALSE
104,24,0,FALSE
122,2,1,FALSE
147,16,1,FALSE
305,91,1,FALSE
165,21,2,FALSE
92,15,0,FALSE
149,22,1,FALSE
115,16,2,FALSE
61,1,2,FALSE
234,43,0,FALSE
140,18,1,FALSE
67,6,1,FALSE
80,1,2,FALSE
117,17,1,FALSE
67,25,1,FALSE
142,1,1,FALSE
204,33,1,FALSE
490,75,2,FALSE
233,61,1,FALSE
95,5,0,FALSE
45,16,2,FALSE
107,8,2,FALSE
109,10,0,FALSE
208,2,1,FALSE
83,8,1,FALSE
108,2,1,FALSE
143,8,2,FALSE
25,13,0,FALSE
106,3,2,FALSE
70,10,1,FALSE
105,19,4,FALSE
81,19,1,FALSE
139,9,1,FALSE
101,8,0,FALSE
50,4,2,FALSE
71,8,4,FALSE
69,21,2,FALSE
128,22,2,FALSE
74,13,3,FALSE
67,6,2,FALSE
95,19,0,FALSE
200,19,2,FALSE
117,15,0,FALSE
167,19,0,FALSE
74,19,4,FALSE
23,10,3,FALSE
135,86,1,FALSE
16,14,0,FALSE
195,40,2,FALSE
313,80,3,FALSE
119,19,2,FALSE
137,18,0,FALSE
325,74,2,FALSE
165,11,2,FALSE
296,86,1,FALSE
88,12,1,FALSE
124,24,2,FALSE
89,17,2,FALSE
210,26,2,FALSE
135,17,0,FALSE
68,2,2,FALSE
23,13,2,FALSE
64,1,3,FALSE
122,10,0,FALSE
254,113,4,FALSE
259,13,2,FALSE
130,9,1,FALSE
77,14,1,FALSE
37,31,1,FALSE
84,27,2,FALSE
114,5,3,FALSE
11,6,0,FALSE
137,16,4,FALSE
61,14,0,FALSE
139,4,0,FALSE
86,5,0,FALSE
78,24,2,FALSE
91,7,0,FALSE
82,5,2,FALSE
63,1,1,FALSE
82,1,1,FALSE
73,3,0,FALSE
39,20,0,FALSE
50,3,4,FALSE
121,3,2,FALSE
95,1,1,FALSE
37,32,0,FALSE
114,2,1,FALSE
44,4,3,FALSE
46,2,1,FALSE
84,36,0,FALSE
51,17,4,FALSE
64,13,3,FALSE
44,2,1,FALSE
104,26,2,FALSE
115,18,1,FALSE
55,7,0,FALSE
110,14,2,FALSE
31,2,2,FALSE
62,2,2,FALSE
72,14,4,FALSE
162,33,1,FALSE
167,24,0,FALSE
83,18,2,FALSE
85,21,2,FALSE
128,17,1,FALSE
198,18,1,FALSE
216,17,1,FALSE
70,8,1,FALSE
83,19,4,FALSE
36,15,2,FALSE
64,23,3,FALSE
65,20,2,FALSE
83,8,0,FALSE
89,20,1,FALSE
39,2,3,FALSE
71,5,4,FALSE
67,23,1,FALSE
57,15,3,FALSE
97,10,2,FALSE
24,2,4,FALSE
135,20,3,FALSE
67,8,2,FALSE
78,12,4,FALSE
92,19,4,FALSE
76,10,0,FALSE
138,22,0,FALSE
56,10,3,FALSE
103,15,4,FALSE
72,23,1,FALSE
31,22,1,FALSE
19,13,1,FALSE
93,18,4,FALSE
178,52,3,FALSE
68,14,2,FALSE
97,27,1,FALSE
97,19,3,FALSE
53,6,3,FALSE
108,10,0,FALSE
113,22,2,FALSE
71,12,0,FALSE
126,21,0,FALSE
100,8,0,FALSE
43,3,2,FALSE
67,12,4,FALSE
325,73,3,FALSE
58,22,3,FALSE
100,29,4,FALSE
123,35,4,FALSE
39,13,4,FALSE
36,12,4,FALSE
158,50,2,FALSE
73,13,4,FALSE
77,16,3,FALSE
93,20,4,FALSE
74,3,0,FALSE
67,7,0,FALSE
112,4,0,FALSE
95,3,0,FALSE
61,1,1,FALSE
55,14,4,FALSE
79,13,4,FALSE
75,16,3,FALSE
91,22,3,FALSE
67,15,1,FALSE
215,32,1,FALSE
137,26,1,FALSE
312,77,1,FALSE
73,16,4,FALSE
98,32,1,FALSE
35,29,1,FALSE
96,22,3,FALSE
61,16,2,FALSE
91,22,1,FALSE
94,2,0,FALSE
145,39,3,FALSE
78,34,2,FALSE
88,34,2,FALSE
106,22,2,FALSE
109,21,3,FALSE
69,9,2,FALSE
31,11,4,FALSE
104,1,0,FALSE
60,6,0,FALSE
207,30,1,FALSE
130,11,2,FALSE
108,21,3,FALSE
92,25,2,FALSE
128,20,0,FALSE
58,11,4,FALSE
58,8,3,FALSE
94,10,2,FALSE
153,18,1,FALSE
84,13,2,FALSE
50,14,4,FALSE
97,22,4,FALSE
63,7,4,FALSE
156,19,2,FALSE
142,29,2,FALSE
157,38,1,FALSE
64,12,2,FALSE
99,26,1,FALSE
257,59,4,FALSE
176,33,2,FALSE
41,20,1,FALSE
13,9,2,FALSE
35,13,2,FALSE
75,25,2,FALSE
75,2,1,FALSE
431,1,0,FALSE
128,31,2,FALSE
49,12,4,FALSE
65,2,1,FALSE
392,1,0,FALSE
80,15,4,FALSE
72,21,4,FALSE
61,17,4,FALSE
37,5,4,FALSE
31,2,4,FALSE
42,4,4,FALSE
16,11,1,FALSE
17,10,1,FALSE
98,17,1,FALSE
40,4,3,FALSE
23,16,1,FALSE
43,31,1,FALSE
71,28,1,FALSE
116,32,1,FALSE
109,29,2,FALSE
60,3,4,FALSE
51,37,1,FALSE
129,25,3,FALSE
184,29,3,FALSE
130,21,3,FALSE
151,20,3,FALSE
107,25,2,FALSE
81,13,2,FALSE
103,16,4,FALSE
88,2,0,FALSE
36,3,2,FALSE
110,24,2,FALSE
66,7,2,FALSE
39,3,4,FALSE
84,15,4,FALSE
136,18,3,FALSE
98,1,0,FALSE
39,5,2,FALSE
81,2,0,FALSE
34,1,3,FALSE
46,17,2,FALSE
127,1,0,FALSE
42,3,2,FALSE
92,14,3,FALSE
35,12,0,FALSE
354,74,0,FALSE
236,49,0,FALSE
91,17,0,FALSE
96,20,0,FALSE
138,57,0,FALSE
89,35,1,FALSE
122,46,2,FALSE
92,35,2,FALSE
130,44,2,FALSE
122,38,2,FALSE
46,18,2,FALSE
74,24,2,FALSE
34,12,2,FALSE
586,345,2,FALSE
78,35,0,FALSE
43,22,0,FALSE
31,20,0,FALSE
77,29,0,FALSE
12,10,0,FALSE
147,60,0,FALSE
129,48,1,FALSE
98,40,2,FALSE
126,48,2,FALSE
100,37,2,FALSE
518,296,2,FALSE
80,1,1,FALSE
66,1,1,FALSE
121,65,1,FALSE
157,82,1,FALSE
60,19,1,FALSE
101,11,0,FALSE
104,19,1,FALSE
46,26,1,FALSE
75,26,1,FALSE
47,1,2,FALSE
121,23,1,FALSE
75,13,2,FALSE
64,3,0,FALSE
43,11,4,FALSE
154,5,1,FALSE
221,50,3,FALSE
77,19,1,FALSE
131,22,3,FALSE
114,27,2,FALSE
284,1,0,FALSE
63,19,3,FALSE
40,17,3,FALSE
78,15,1,FALSE
93,24,1,FALSE
124,15,1,FALSE
52,5,3,FALSE
179,23,1,FALSE
36,13,4,FALSE
181,23,1,FALSE
78,7,0,FALSE
82,7,0,FALSE
52,19,1,FALSE
15,9,3,FALSE
97,13,2,FALSE
134,31,2,FALSE
90,16,4,FALSE
41,2,2,FALSE
69,9,3,FALSE
64,10,2,FALSE
129,17,4,FALSE
92,10,0,FALSE
72,10,4,FALSE
99,19,1,FALSE
46,5,3,FALSE
112,22,4,FALSE
92,14,4,FALSE
42,14,3,FALSE
87,13,1,FALSE
112,18,4,FALSE
119,23,4,FALSE
68,10,2,FALSE
55,9,2,FALSE
89,16,4,FALSE
34,2,3,FALSE
124,16,2,FALSE
129,27,2,FALSE
38,18,3,FALSE
54,10,4,FALSE
48,12,4,FALSE
32,10,4,FALSE
60,10,4,FALSE
178,32,1,FALSE
63,14,2,FALSE
169,40,2,FALSE
77,20,2,FALSE
192,40,1,FALSE
66,16,1,FALSE
61,24,1,FALSE
22,12,2,FALSE
30,18,2,FALSE
40,24,2,FALSE
155,43,4,FALSE
16,7,4,FALSE
18,11,4,FALSE
20,10,4,FALSE
14,7,4,FALSE
7,4,4,FALSE
84,40,1,FALSE
34,15,2,FALSE
196,2,0,FALSE
224,2,0,FALSE
157,1,0,FALSE
26,12,3,FALSE
27,13,3,FALSE
33,15,3,FALSE
40,22,3,FALSE
125,61,3,FALSE
130,65,3,FALSE
152,50,2,FALSE
152,50,1,FALSE
127,62,1,FALSE
98,47,1,FALSE
58,27,2,FALSE
289,2,0,FALSE
356,2,0,FALSE
283,1,0,FALSE
31,14,3,FALSE
37,20,3,FALSE
31,14,1,FALSE
419,129,2,FALSE
172,84,4,FALSE
23,11,3,FALSE
29,15,3,FALSE
49,23,3,FALSE
74,37,3,FALSE
101,33,2,FALSE
101,33,1,FALSE
71,34,1,FALSE
64,30,1,FALSE
161,2,0,FALSE
172,2,0,FALSE
103,50,3,FALSE
128,64,3,FALSE
179,59,2,FALSE
179,59,1,FALSE
125,61,1,FALSE
100,48,1,FALSE
261,2,0,FALSE
285,2,0,FALSE
253,1,0,FALSE
350,110,2,FALSE
120,58,4,FALSE
109,53,3,FALSE
134,67,3,FALSE
188,62,2,FALSE
188,62,1,FALSE
131,64,1,FALSE
112,54,1,FALSE
54,25,2,FALSE
309,2,0,FALSE
336,2,0,FALSE
292,1,0,FALSE
160,78,4,FALSE
53,25,3,FALSE
60,30,3,FALSE
62,20,1,FALSE
57,27,1,FALSE
128,2,0,FALSE
154,2,0,FALSE
123,1,0,FALSE
235,95,2,FALSE
78,37,4,FALSE
48,27,3,FALSE
71,34,3,FALSE
86,43,3,FALSE
122,40,2,FALSE
122,40,1,FALSE
83,40,1,FALSE
266,2,0,FALSE
254,1,0,FALSE
428,148,2,FALSE
41,19,3,FALSE
56,28,3,FALSE
77,25,2,FALSE
77,25,1,FALSE
53,25,1,FALSE
141,2,0,FALSE
160,2,0,FALSE
139,1,0,FALSE
143,2,0,FALSE
162,2,0,FALSE
220,70,2,FALSE
70,33,4,FALSE
72,34,4,FALSE
43,20,3,FALSE
49,24,3,FALSE
65,21,2,FALSE
47,22,1,FALSE
72,34,1,FALSE
142,2,0,FALSE
187,2,0,FALSE
90,1,0,FALSE
84,40,4,FALSE
83,27,2,FALSE
76,36,1,FALSE
44,20,2,FALSE
208,2,0,FALSE
237,2,0,FALSE
154,1,0,FALSE
97,47,3,FALSE
100,50,3,FALSE
140,46,2,FALSE
140,46,1,FALSE
97,47,1,FALSE
34,17,3,FALSE
126,61,1,FALSE
66,31,2,FALSE
347,2,0,FALSE
398,2,0,FALSE
308,1,0,FALSE
463,148,2,FALSE
188,92,4,FALSE
29,13,3,FALSE
114,55,1,FALSE
216,2,0,FALSE
242,2,0,FALSE
203,1,0,FALSE
399,124,2,FALSE
126,61,4,FALSE
42,21,3,FALSE
39,18,1,FALSE
48,22,4,FALSE
95,13,3,FALSE
86,12,2,FALSE
59,6,1,FALSE
69,7,0,FALSE
70,5,0,FALSE
108,3,0,FALSE
109,7,0,FALSE
68,5,2,FALSE
52,5,0,FALSE
33,1,4,FALSE
50,5,3,FALSE
43,1,4,FALSE
45,3,2,FALSE
71,6,3,FALSE
95,12,3,FALSE
67,5,2,FALSE
79,10,2,FALSE
68,7,1,FALSE
93,7,1,FALSE
85,8,0,FALSE
38,6,4,FALSE
116,19,1,FALSE
94,14,1,FALSE
70,9,1,FALSE
78,13,3,FALSE
133,26,1,FALSE
168,37,0,FALSE
65,17,3,FALSE
23,17,0,FALSE
193,21,1,FALSE
68,11,2,FALSE
78,10,2,FALSE
56,4,3,FALSE
64,18,2,FALSE
121,2,3,FALSE
80,20,2,FALSE
212,37,3,FALSE
23,14,1,FALSE
98,27,0,FALSE
73,16,3,FALSE
108,27,2,FALSE
93,22,2,FALSE
116,40,0,FALSE
167,50,2,FALSE
154,33,0,FALSE
67,18,1,FALSE
114,33,3,FALSE
99,4,0,FALSE
68,3,0,FALSE
78,4,0,FALSE
31,21,3,FALSE
40,4,4,FALSE
145,37,1,FALSE
69,12,0,FALSE
85,19,2,FALSE
157,34,2,FALSE
127,21,2,FALSE
22,14,0,FALSE
40,25,0,FALSE
57,6,3,FALSE
70,5,4,FALSE
51,17,3,FALSE
91,14,3,FALSE
94,11,2,FALSE
52,7,4,FALSE
72,12,3,FALSE
70,8,3,FALSE
34,2,4,FALSE
67,6,4,FALSE
126,9,3,FALSE
76,9,0,FALSE
113,33,4,FALSE
73,9,2,FALSE
116,29,2,FALSE
44,15,4,FALSE
67,18,2,FALSE
76,16,3,FALSE
28,13,1,FALSE
107,17,0,FALSE
59,16,0,FALSE
39,17,1,FALSE
151,36,1,FALSE
101,25,1,FALSE
146,24,0,FALSE
88,20,0,FALSE
163,24,1,FALSE
120,17,0,FALSE
75,24,2,FALSE
51,17,2,FALSE
152,24,0,FALSE
74,21,2,FALSE
79,16,0,FALSE
92,18,2,FALSE
73,13,0,FALSE
251,52,0,FALSE
165,25,0,FALSE
73,14,2,FALSE
69,11,2,FALSE
72,12,2,FALSE
52,6,2,FALSE
82,19,2,FALSE
41,2,4,FALSE
9,7,4,FALSE
69,14,0,FALSE
66,10,0,FALSE
170,1,1,FALSE
151,1,1,FALSE
20,11,2,FALSE
101,1,1,FALSE
123,36,1,FALSE
90,23,1,FALSE
214,39,4,FALSE
94,27,2,FALSE
77,13,3,FALSE
122,20,3,FALSE
144,19,3,FALSE
94,17,0,FALSE
107,26,1,FALSE
57,18,0,FALSE
70,17,2,FALSE
76,16,1,FALSE
69,12,3,FALSE
71,13,3,FALSE
73,17,4,FALSE
80,19,2,FALSE
39,4,4,FALSE
51,8,4,FALSE
67,8,3,FALSE
85,15,4,FALSE
81,12,2,FALSE
79,12,2,FALSE
78,9,0,FALSE
115,19,4,FALSE
86,16,3,FALSE
72,2,0,FALSE
45,4,3,FALSE
114,16,3,FALSE
109,16,3,FALSE
66,2,0,FALSE
86,11,1,FALSE
152,3,0,FALSE
37,2,3,FALSE
87,8,1,FALSE
58,8,2,FALSE
69,2,0,FALSE
87,18,1,FALSE
77,10,0,FALSE
96,17,0,FALSE
110,20,3,FALSE
88,14,1,FALSE
83,10,2,FALSE
46,15,2,FALSE
149,26,2,FALSE
52,19,2,FALSE
86,14,1,FALSE
62,3,0,FALSE
103,14,4,FALSE
72,8,3,FALSE
79,20,4,FALSE
148,47,4,FALSE
64,17,4,FALSE
76,8,1,FALSE
48,2,1,FALSE
101,10,3,FALSE
162,25,3,FALSE
94,13,4,FALSE
81,13,0,FALSE
104,17,0,FALSE
68,7,3,FALSE
119,13,3,FALSE
75,13,4,FALSE
145,17,1,FALSE
80,6,1,FALSE
69,5,2,FALSE
86,19,3,FALSE
62,5,2,FALSE
324,57,2,FALSE
71,20,3,FALSE
100,17,1,FALSE
130,27,3,FALSE
55,6,2,FALSE
101,12,1,FALSE
49,15,1,FALSE
155,35,3,FALSE
60,10,3,FALSE
38,13,0,FALSE
22,11,1,FALSE
115,9,0,FALSE
110,15,1,FALSE
67,3,0,FALSE
274,21,2,FALSE
70,8,2,FALSE
78,8,2,FALSE
79,9,2,FALSE
398,40,2,FALSE
326,38,2,FALSE
74,8,2,FALSE
282,30,2,FALSE
141,21,2,FALSE
112,9,2,FALSE
189,20,2,FALSE
95,18,3,FALSE
38,4,4,FALSE
262,41,2,FALSE
92,14,1,FALSE
148,1,0,FALSE
106,20,1,FALSE
65,9,2,FALSE
157,30,0,FALSE
189,16,1,FALSE
63,11,4,FALSE
132,25,0,FALSE
92,11,3,FALSE
320,56,1,FALSE
97,24,2,FALSE
74,17,4,FALSE
38,4,3,FALSE
80,7,4,FALSE
115,20,2,FALSE
58,6,2,FALSE
128,13,0,FALSE
37,2,4,FALSE
77,8,3,FALSE
68,10,3,FALSE
60,11,3,FALSE
61,3,4,FALSE
213,32,0,FALSE
72,10,3,FALSE
125,14,1,FALSE
50,4,3,FALSE
146,25,0,FALSE
97,9,0,FALSE
56,11,3,FALSE
123,17,2,FALSE
63,6,4,FALSE
77,4,0,FALSE
69,4,4,FALSE
98,9,3,FALSE
71,5,0,FALSE
77,5,0,FALSE
68,9,2,FALSE
130,14,0,FALSE
75,7,0,FALSE
60,8,0,FALSE
70,8,0,FALSE
90,9,1,FALSE
27,1,4,FALSE
88,11,0,FALSE
71,7,0,FALSE
115,24,0,FALSE
97,20,0,FALSE
85,15,3,FALSE
86,12,0,FALSE
83,11,0,FALSE
80,12,0,FALSE
105,12,0,FALSE
89,11,0,FALSE
96,15,0,FALSE
60,5,0,FALSE
95,12,0,FALSE
85,7,0,FALSE
82,9,0,FALSE
42,1,1,FALSE
104,1,1,FALSE
116,18,3,FALSE
90,17,0,FALSE
71,3,1,FALSE
64,10,0,FALSE
57,7,1,FALSE
64,10,3,FALSE
123,21,3,FALSE
108,21,1,FALSE
46,4,4,FALSE
172,37,0,FALSE
55,4,0,FALSE
32,13,0,FALSE
28,14,1,FALSE
71,13,1,FALSE
58,29,1,FALSE
98,21,1,FALSE
69,5,1,FALSE
40,20,1,FALSE
74,11,1,FALSE
150,36,3,FALSE
121,30,3,FALSE
161,33,1,FALSE
189,44,1,FALSE
49,7,3,FALSE
189,1,2,FALSE
58,17,4,FALSE
81,18,3,FALSE
49,19,3,FALSE
100,20,1,FALSE
87,24,0,FALSE
151,23,3,FALSE
69,10,0,FALSE
73,4,1,FALSE
52,4,2,FALSE
44,5,3,FALSE
125,13,0,FALSE
114,15,0,FALSE
235,21,2,FALSE
173,17,3,FALSE
106,20,0,FALSE
63,3,1,FALSE
86,9,0,FALSE
82,15,3,FALSE
57,4,3,FALSE
44,7,4,FALSE
121,18,0,FALSE
74,10,3,FALSE
109,24,1,FALSE
81,15,2,FALSE
80,10,2,FALSE
82,8,3,FALSE
59,3,1,FALSE
146,3,2,FALSE
93,5,0,FALSE
91,4,0,FALSE
128,3,0,FALSE
90,5,0,FALSE
114,2,0,FALSE
115,2,0,FALSE
86,6,4,FALSE
68,8,1,FALSE
184,1,0,FALSE
132,1,0,FALSE
49,5,2,FALSE
60,20,1,FALSE
66,4,0,FALSE
162,39,1,FALSE
319,11,0,FALSE
156,1,0,FALSE
48,2,4,FALSE
29,18,1,FALSE
347,15,0,FALSE
294,15,0,FALSE
56,5,1,FALSE
87,14,0,FALSE
59,20,3,FALSE
28,1,3,FALSE
160,31,1,FALSE
127,25,1,FALSE
110,1,2,FALSE
102,21,1,FALSE
99,22,1,FALSE
54,18,1,FALSE
101,26,0,FALSE
96,16,2,FALSE
82,11,1,FALSE
68,15,0,FALSE
77,13,1,FALSE
145,19,3,FALSE
90,6,4,FALSE
65,20,1,FALSE
104,25,1,FALSE
128,22,3,FALSE
134,65,1,FALSE
158,35,3,FALSE
120,30,3,FALSE
73,9,3,FALSE
125,15,1,FALSE
36,2,2,FALSE
132,2,0,FALSE
53,7,4,FALSE
77,10,1,FALSE
30,2,4,FALSE
82,8,4,FALSE
106,26,2,FALSE
85,20,3,FALSE
32,18,1,FALSE
21,17,1,FALSE
67,8,1,FALSE
86,9,2,FALSE
42,2,2,FALSE
93,21,4,FALSE
115,32,2,FALSE
117,19,3,FALSE
111,20,4,FALSE
227,44,2,FALSE
112,22,0,FALSE
136,28,0,FALSE
56,11,0,FALSE
114,30,3,FALSE
126,6,3,FALSE
49,5,3,FALSE
135,1,0,FALSE
109,1,0,FALSE
113,5,0,FALSE
219,1,0,FALSE
73,20,2,FALSE
56,17,3,FALSE
82,7,1,FALSE
29,10,4,FALSE
58,9,4,FALSE
79,18,1,FALSE
81,13,1,FALSE
113,64,1,FALSE
71,11,4,FALSE
155,44,2,FALSE
59,17,2,FALSE
84,18,0,FALSE
67,18,0,FALSE
131,32,2,FALSE
58,17,3,FALSE
69,6,2,FALSE
75,5,2,FALSE
69,5,0,FALSE
55,3,1,FALSE
35,1,3,FALSE
51,17,1,FALSE
137,14,2,FALSE
85,15,1,FALSE
258,26,4,FALSE
73,13,3,FALSE
67,11,3,FALSE
106,18,3,FALSE
235,15,4,FALSE
249,19,4,FALSE
38,5,3,FALSE
97,30,1,FALSE
47,4,3,FALSE
145,29,4,FALSE
88,19,1,FALSE
156,23,2,FALSE
159,23,2,FALSE
77,1,0,FALSE
58,1,1,FALSE
106,1,0,FALSE
122,4,0,FALSE
99,5,0,FALSE
61,3,0,FALSE
75,3,0,FALSE
89,2,0,FALSE
99,3,0,FALSE
136,9,0,FALSE
523,1,0,FALSE
61,5,0,FALSE
293,20,0,FALSE
186,6,0,FALSE
80,8,0,FALSE
137,5,0,FALSE
97,6,0,FALSE
89,6,0,FALSE
141,4,0,FALSE
104,9,0,FALSE
116,7,0,FALSE
72,5,0,FALSE
70,4,0,FALSE
90,7,0,FALSE
73,5,0,FALSE
81,18,2,FALSE
69,17,1,FALSE
77,5,1,FALSE
143,7,3,FALSE
97,21,3,FALSE
55,8,3,FALSE
63,20,1,FALSE
77,3,0,FALSE
107,15,0,FALSE
57,7,4,FALSE
113,11,0,FALSE
10,7,0,FALSE
98,6,1,FALSE
83,4,1,FALSE
68,2,1,FALSE
83,42,2,FALSE
66,28,2,FALSE
89,15,0,FALSE
554,110,1,FALSE
92,13,1,FALSE
45,4,4,FALSE
255,36,3,FALSE
89,8,4,FALSE
48,4,4,FALSE
67,5,1,FALSE
158,13,3,FALSE
167,18,0,FALSE
92,9,0,FALSE
197,6,0,FALSE
113,4,0,FALSE
249,7,1,FALSE
85,16,1,FALSE
200,17,0,FALSE
82,4,0,FALSE
162,33,3,FALSE
48,31,4,FALSE
125,32,3,FALSE
56,15,2,FALSE
39,14,2,FALSE
61,22,4,FALSE
150,33,2,FALSE
32,19,3,FALSE
80,26,2,FALSE
120,45,2,FALSE
106,35,1,FALSE
70,27,3,FALSE
92,22,3,FALSE
48,19,1,FALSE
78,16,1,FALSE
80,24,2,FALSE
79,26,2,FALSE
110,59,1,FALSE
559,147,2,FALSE
491,165,2,FALSE
88,57,0,FALSE
157,42,1,FALSE
373,96,2,FALSE
402,122,2,FALSE
194,59,0,FALSE
87,21,2,FALSE
125,37,1,FALSE
244,41,0,FALSE
122,18,0,FALSE
89,24,0,FALSE
231,30,0,FALSE
136,24,0,FALSE
103,19,0,FALSE
89,21,1,FALSE
123,24,3,FALSE
275,49,0,FALSE
101,18,3,FALSE
119,23,3,FALSE
98,28,1,FALSE
224,53,1,FALSE
191,43,1,FALSE
99,18,1,FALSE
83,14,1,FALSE
84,11,1,FALSE
228,62,1,FALSE
134,28,1,FALSE
63,26,0,FALSE
108,42,0,FALSE
43,29,1,FALSE
58,18,1,FALSE
29,18,0,FALSE
85,16,0,FALSE
87,29,1,FALSE
182,35,1,FALSE
195,51,2,FALSE
120,38,0,FALSE
135,35,2,FALSE
113,27,0,FALSE
133,33,4,FALSE
67,20,2,FALSE
82,22,4,FALSE
91,26,1,FALSE
108,31,2,FALSE
140,38,0,FALSE
324,73,0,FALSE
78,25,3,FALSE
63,21,1,FALSE
51,19,2,FALSE
110,24,1,FALSE
26,16,1,FALSE
20,14,1,FALSE
25,16,1,FALSE
172,29,1,FALSE
102,35,2,FALSE
99,39,1,FALSE
73,36,2,FALSE
90,43,4,FALSE
531,57,1,FALSE
121,27,3,FALSE
654,128,1,FALSE
111,28,1,FALSE
73,38,2,FALSE
368,77,1,FALSE
91,17,3,FALSE
75,16,0,FALSE
101,16,3,FALSE
171,39,1,FALSE
172,45,1,FALSE
404,85,1,FALSE
79,19,2,FALSE
165,21,1,FALSE
137,33,1,FALSE
207,43,2,FALSE
274,77,4,FALSE
86,17,2,FALSE
69,33,1,FALSE
483,98,2,FALSE
333,69,1,FALSE
454,125,0,FALSE
25,13,3,FALSE
148,72,2,FALSE
66,5,1,FALSE
50,5,1,FALSE
213,20,1,FALSE
106,14,1,FALSE
119,15,1,FALSE
172,18,1,FALSE
69,8,1,FALSE
318,15,1,FALSE
74,4,1,FALSE
134,12,1,FALSE
97,9,1,FALSE
128,13,1,FALSE
121,8,1,FALSE
103,7,1,FALSE
117,14,1,FALSE
113,14,1,FALSE
77,8,1,FALSE
124,18,2,FALSE
123,34,2,FALSE
114,26,1,FALSE
76,18,4,FALSE
75,12,1,FALSE
78,10,0,FALSE
56,8,3,FALSE
30,13,4,FALSE
137,11,0,FALSE
79,9,4,FALSE
182,39,4,FALSE
181,40,2,FALSE
70,23,2,FALSE
91,19,0,FALSE
93,29,2,FALSE
88,42,1,FALSE
103,43,2,FALSE
69,18,4,FALSE
102,34,4,FALSE
52,20,3,FALSE
84,29,4,FALSE
158,42,3,FALSE
53,26,1,FALSE
21,14,0,FALSE
98,38,3,FALSE
27,15,3,FALSE
36,16,1,FALSE
69,19,3,FALSE
91,39,3,FALSE
34,14,1,FALSE
65,42,4,FALSE
40,34,1,FALSE
71,16,1,FALSE
125,6,0,FALSE
231,58,1,FALSE
95,8,0,FALSE
93,18,1,FALSE
171,17,0,FALSE
230,55,1,FALSE
99,19,0,FALSE
145,18,0,FALSE
94,3,1,FALSE
103,14,1,FALSE
98,5,0,FALSE
302,43,2,FALSE
138,23,2,FALSE
121,16,1,FALSE
118,21,0,FALSE
39,8,4,FALSE
58,19,1,FALSE
43,16,1,FALSE
390,125,4,FALSE
24,12,0,FALSE
49,15,2,FALSE
57,15,4,FALSE
99,24,0,FALSE
80,6,0,FALSE
75,23,3,FALSE
95,16,2,FALSE
56,14,4,FALSE
62,17,4,FALSE
67,21,1,FALSE
93,25,2,FALSE
686,3,0,FALSE
87,16,1,FALSE
90,18,2,FALSE
64,15,2,FALSE
158,28,2,FALSE
251,54,2,FALSE
284,58,2,FALSE
111,8,1,FALSE
100,11,1,FALSE
179,1,0,FALSE
64,6,0,FALSE
90,10,0,FALSE
43,22,1,FALSE
122,32,3,FALSE
35,14,1,FALSE
170,40,4,FALSE
96,21,1,FALSE
139,20,2,FALSE
430,1,0,FALSE
114,1,0,FALSE
211,1,0,FALSE
146,1,0,FALSE
145,1,0,FALSE
113,20,1,FALSE
66,21,1,FALSE
69,22,1,FALSE
112,20,1,FALSE
114,20,1,FALSE
597,75,0,FALSE
47,5,3,FALSE
139,21,1,FALSE
121,20,0,FALSE
150,1,0,FALSE
445,1,0,FALSE
41,19,0,FALSE
291,1,0,FALSE
244,1,0,FALSE
168,1,0,FALSE
64,14,1,FALSE
103,11,2,FALSE
